Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
61	6800	3.1112818717956543	0.34081196784973145	0.0006698565557599068	3.12416113956715e-06	0.00040163585799746215	0.20885415	-0.010570892	2.953122020699084e-06	True
63	7000	2.37231707572937	0.35283684730529785	0.000621531973592937	2.8696845220110845e-06	0.000401659490307793	0.20857725	-0.0027247376	2.898628281400306e-06	False
65	7200	1.635446548461914	2.504300832748413	0.0005573185626417398	2.9222223929536995e-06	0.0004014552105218172	0.2090236	-0.01830363	3.0092107863310957e-06	True
67	7400	0.9860992431640625	0.3143489360809326	0.0008148466004058719	2.5809968065004796e-06	0.0004015577433165163	0.20883337	0.01812469	2.859434289348428e-06	False
69	7600	0.3420860767364502	0.33080530166625977	0.0006257723434828222	3.3804333270381903e-06	0.0004015671438537538	0.20873156	-0.01197438	2.8846382065239595e-06	False
70	7800	3.3553807735443115	0.3226470947265625	0.0006506102508865297	3.159867901558755e-06	0.0004013467696495354	0.20905797	-0.0050184964	2.798480181809282e-06	True
72	8000	2.7414727210998535	0.3206517696380615	0.0006068629445508122	3.321329586469801e-06	0.0004012540739495307	0.20917231	-0.0008172053	2.774826270979247e-06	True
74	8200	4.296149730682373	0.32701921463012695	0.0006772840861231089	2.9438378987833858e-06	0.00040147165418602526	0.20890509	0.0013211025	2.740448280746932e-06	False
76	8400	1.3143606185913086	0.3428304195404053	0.0005165595794096589	2.783383024507202e-06	0.00040134257869794965	0.2091624	0.019044131	2.7922337721975055e-06	False
78	8600	0.6630444526672363	0.3670477867126465	0.0007298514829017222	2.2363904008670943e-06	0.0004012536664959043	0.20908588	-0.010450183	2.7407311335991835e-06	True
80	8800	0.01602935791015625	0.3253457546234131	0.000606801244430244	2.428193738523987e-06	0.00040135381277650595	0.20919132	0.0032877724	2.7723522180167492e-06	False
81	9000	2.9292802810668945	0.3313882350921631	0.0005971934297122061	2.388742132097832e-06	0.0004013156867586076	0.2090713	-0.0040987	2.6870902729569934e-06	False
83	9200	2.288623332977295	0.3365187644958496	0.0007913620793260634	3.2016462228057208e-06	0.00040133667062036693	0.20913498	-0.0027604117	2.7317682906868868e-06	False
85	9400	1.6642506122589111	0.34009861946105957	0.0006407654145732522	2.879307430703193e-06	0.00040134385926648974	0.20899288	-0.004212956	2.6811899260792416e-06	False
87	9600	1.0520508289337158	0.32273316383361816	0.0006042717723175883	2.3904378849692876e-06	0.00040125250234268606	0.20925885	-0.007962497	2.6955221983371302e-06	True
89	9800	0.3763718605041504	0.3660092353820801	0.0006544952630065382	2.553052809162182e-06	0.0004013365542050451	0.20909257	-0.00041483506	2.6657560283638304e-06	False
90	10000	3.303483724594116	0.35144853591918945	0.0007041608914732933	3.062979885726236e-06	0.00040126501698978245	0.20929208	-0.0017293671	2.6611637622409035e-06	False
92	10200	2.6137349605560303	0.3420886993408203	0.0006899127620272338	2.922898829638143e-06	0.0004012173740193248	0.20932333	5.905109e-05	2.6677194000512827e-06	True
94	10400	1.9570708274841309	0.3248417377471924	0.0005741075146943331	2.5766348699107766e-06	0.0004012088757008314	0.20938988	-0.0047848616	2.6644793251762167e-06	True
96	10600	1.3080716133117676	0.3204836845397949	0.0006602921057492495	3.181748979841359e-06	0.0004013098659925163	0.20916	0.00073254324	2.657443246789626e-06	False
98	10800	0.6617867946624756	0.323622465133667	0.0006903219036757946	2.175788722524885e-06	0.0004012439167127013	0.20927246	-0.004798843	2.657853656273801e-06	False
