Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
0	0	1.272566556930542	0.6694657802581787	0.0007958543719723821	1.0616194009780884	0.0022351089864969254	0.004221302	0.04108763	11.960371017456055	True
1	200	2.986818552017212	0.3211963176727295	0.0008189994259737432	5.576194780587684e-06	0.00046539405593648553	0.10754695	0.025588162	5.779518687631935e-06	True
3	400	2.3415579795837402	0.3321871757507324	0.0007795258425176144	5.192021490074694e-06	0.0004269878554623574	0.160009	0.011247246	4.538737812254112e-06	True
5	600	1.6761698722839355	0.3367629051208496	0.0008551902719773352	4.309157702664379e-06	0.0004224178846925497	0.16672297	0.017920129	4.0181012082030065e-06	True
7	800	1.0185883045196533	0.32876086235046387	0.0006935633718967438	3.1731951821711846e-06	0.00042094048694707453	0.16965623	0.046771728	4.414033355715219e-06	True
9	1000	0.3361976146697998	0.33471035957336426	0.000721905380487442	3.449423729762202e-06	0.0004176512302365154	0.17671938	0.035612844	6.967851732042618e-06	True
10	1200	3.242180347442627	0.3260946273803711	0.0007851234404370189	4.5384040276985615e-06	0.0004140728269703686	0.18185073	-0.0006952565	4.024381269118749e-06	True
12	1400	2.6850316524505615	0.325855016708374	0.0007621709955856204	3.3359924600517843e-06	0.00041247153421863914	0.18552053	0.05634903	6.536277396662626e-06	True
14	1600	4.029189348220825	0.3326854705810547	0.0007150366436690092	4.467743110581068e-06	0.00041146791772916913	0.18798576	0.023116056	4.545971933112014e-06	True
16	1800	1.3408563137054443	0.3213808536529541	0.0006684602121822536	4.041221018269425e-06	0.000410112930694595	0.18992668	-0.0008721207	4.458114290173398e-06	True
18	2000	0.6618103981018066	0.3151118755340576	0.0006961647304706275	7.77993682277156e-06	0.00040988822001963854	0.19147702	-0.060573693	5.732099452870898e-06	True
20	2200	0.01634669303894043	0.3254356384277344	0.0007065872196108103	5.734497335652122e-06	0.0004083134117536247	0.19659263	-0.009352973	5.184128895052709e-06	True
21	2400	3.0277817249298096	0.3468344211578369	0.0007279030978679657	5.376484295993578e-06	0.0004074822645634413	0.19775902	0.04507223	4.7060789256647695e-06	True
23	2600	2.4140889644622803	0.35251307487487793	0.000688216823618859	5.384946689446224e-06	0.000406172766815871	0.20130019	-0.010188451	4.6026416384847835e-06	True
25	2800	1.659682035446167	0.3245120048522949	0.0004987690481357276	4.408344466355629e-06	0.0004066803667228669	0.20199719	0.07088704	6.769976607756689e-06	False
27	3000	0.9945952892303467	0.323991060256958	0.0005309744155965745	4.096265911357477e-06	0.0004054135351907462	0.20283785	0.000112022215	4.058356807945529e-06	True
29	3200	0.3388485908508301	0.3362905979156494	0.0007752875098958611	1.1670059393509291e-05	0.00040567995165474713	0.20307544	0.02792047	4.186123078397941e-06	False
30	3400	3.365398406982422	0.32400083541870117	0.0007339779403991997	6.608895546378335e-06	0.00040552811697125435	0.20475444	0.043814324	4.770487066707574e-06	False
32	3600	2.643049478530884	0.3098325729370117	0.0008352906443178654	4.089290086994879e-06	0.0004036636382807046	0.20544764	0.030343793	3.637517693277914e-06	True
34	3800	1.9538381099700928	0.3323848247528076	0.0006681906525045633	3.910815848939819e-06	0.000403722922783345	0.20496733	-0.021596031	3.7010436244599987e-06	False
36	4000	1.304614543914795	0.3439295291900635	0.0005586679326370358	4.4450121094996575e-06	0.0004030948330182582	0.20641023	0.046079613	3.854730493912939e-06	True
38	4200	0.7234902381896973	0.3659517765045166	0.0007201835978776217	3.160873802698916e-06	0.0004031978896819055	0.20629723	0.03744076	5.3470416787604336e-06	False
40	4400	0.018212318420410156	0.3531620502471924	0.0005467667942866683	3.607071676015039e-06	0.00040336482925340533	0.20610294	0.038166873	5.5593477554793935e-06	False
41	4600	2.9205970764160156	0.3360941410064697	0.0006638696067966521	4.093104053026764e-06	0.00040283563430421054	0.20690207	0.06753038	4.061059371451847e-06	True
43	4800	2.2766458988189697	0.3197968006134033	0.0005948981852270663	3.117271262453869e-06	0.0004025470989290625	0.20704046	-0.020708634	3.392304279259406e-06	True
45	5000	1.6348779201507568	0.32486414909362793	0.0005746276001445949	2.9849293241568375e-06	0.00040225483826361597	0.2073123	0.0039044672	3.320833457109984e-06	True
47	5200	0.9844534397125244	0.33103275299072266	0.0005762724904343486	3.7776001136080595e-06	0.0004025036178063601	0.20715953	-0.020958798	3.206861492799362e-06	False
49	5400	0.3734922409057617	0.3233370780944824	0.0006725177518092096	4.4214889385330025e-06	0.000402420962927863	0.20773345	-0.033735316	3.967179054598091e-06	False
50	5600	3.2506163120269775	0.3460686206817627	0.0006553120911121368	3.1054014471010305e-06	0.0004021154891233891	0.20774885	0.01593953	3.208268481103005e-06	True
52	5800	2.6004772186279297	0.3170013427734375	0.0005507743335328996	4.007865300081903e-06	0.00040276956860907376	0.20666419	-0.0013959259	3.241010062993155e-06	False
54	6000	1.9528112411499023	0.3109006881713867	0.0006739629898220301	3.0520873224304523e-06	0.0004017702885903418	0.20830972	-0.02857107	3.1801318982616067e-06	True
56	6200	1.312058925628662	0.3210291862487793	0.0006992772687226534	2.610222509247251e-06	0.0004017599858343601	0.20868604	-0.035375863	3.328287220938364e-06	False
58	6400	0.6593530178070068	0.3188605308532715	0.0005799002246931195	3.3155736218759557e-06	0.0004019821935798973	0.20781487	-0.011107713	3.064449629164301e-06	False
60	6600	0.016554594039916992	0.3208961486816406	0.0005969633348286152	3.3193070976267336e-06	0.00040167171391658485	0.20859142	-0.03355536	3.1158911042439286e-06	True
