Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
4	2800	8.465614795684814	1.550844430923462	0.0003220490470994264	3.527242824929999e-06	0.00019447844533715397	0.19352247	0.00020097267	4.601898581313435e-06	True
5	3000	4.892572641372681	1.538618564605713	0.0004749954678118229	3.776801122512552e-06	0.00019419073942117393	0.19457875	-0.011464018	3.768316219066037e-06	True
5	3200	7.9965760707855225	1.5330281257629395	0.00026737884036265314	3.1353611120721325e-06	0.0001940360525622964	0.19546106	-0.01738882	4.2261617636540905e-06	True
5	3400	10.436611890792847	1.6674284934997559	0.00047590534086339176	3.1059739740157966e-06	0.0001940011279657483	0.1956883	-0.0151946265	3.14504245579883e-06	True
6	3600	6.083312034606934	1.5421185493469238	0.00039104573079384863	2.7905646220460767e-06	0.00019371417874936014	0.1965712	0.0016385267	3.620246388891246e-06	True
6	3800	7.998550891876221	1.51149320602417	0.0003406249452382326	2.7132446120958775e-06	0.00019346344924997538	0.1977799	-0.0016071801	2.5191532131429994e-06	True
7	4000	0.34801220893859863	1.5367097854614258	0.00027590268291532993	2.0135446447966387e-06	0.0001932798040797934	0.1984522	-0.025716297	2.266935325678787e-06	True
7	4200	10.499514818191528	1.6579794883728027	0.000282543885987252	2.072231836791616e-06	0.00019520278146956116	0.19850282	0.012270717	2.1801790808240185e-06	False
7	4400	8.346916913986206	1.5190210342407227	0.00034930557012557983	2.963355655083433e-06	0.00019322552543599159	0.19937027	-0.063327305	2.4906264570745407e-06	True
8	4600	1.3276581764221191	1.5289318561553955	0.00033162054023705423	1.889203417704266e-06	0.00019300887652207166	0.19972253	-0.0044075483	1.839568312789197e-06	True
8	4800	7.9799652099609375	1.5493123531341553	0.00033330696169286966	1.8744444787444081e-06	0.00019278455874882638	0.20046857	-0.037427112	2.0207521629345138e-06	True
8	5000	10.590144395828247	1.6408312320709229	0.0003840313875116408	1.8339077314522e-06	0.00019274080113973469	0.20102964	-0.0478002	2.2677295419271104e-06	True
9	5200	2.28436017036438	1.517627477645874	0.0003557625459507108	2.038567345152842e-06	0.0001937426277436316	0.20125653	0.0032280504	2.35061315834173e-06	False
9	5400	7.973632097244263	1.539273738861084	0.00033104029716923833	1.4639565506513463e-06	0.0001925340766320005	0.201226	-0.012608381	1.2726395652862266e-06	True
9	5600	8.010480642318726	1.5134992599487305	0.0004545502015389502	1.0598398603178794e-06	0.00019256035739090294	0.20225488	-0.008943897	1.7258262232644483e-06	False
10	5800	3.4362118244171143	1.6557857990264893	0.00040246229036711156	1.177423655462917e-06	0.00019247880845796317	0.20266685	0.024423383	1.4236054539651377e-06	True
10	6000	8.24459719657898	1.5242433547973633	0.0003983977367170155	8.939155122789089e-07	0.0001923208183143288	0.20271015	0.008970387	1.026016661853646e-06	True
10	6200	7.972918748855591	1.5170912742614746	0.00040680388337932527	2.6875018193095457e-06	0.00019198263180442154	0.2046196	-0.036357824	1.979648004635237e-06	True
11	6400	4.288591384887695	1.5367608070373535	0.0003942343173548579	1.5344941175499116e-06	0.0001919031492434442	0.20494121	0.010654004	2.125973196598352e-06	True
11	6600	10.708123207092285	1.6708321571350098	0.00034486950607970357	9.627484587326762e-07	0.00019194708147551864	0.20400067	0.061528962	1.0381959327787627e-06	True
11	6800	8.202572345733643	1.4933116436004639	0.0002589766518212855	8.33390060961392e-07	0.0001916914334287867	0.20596501	0.016105454	9.550662980473135e-07	True
12	7000	5.219841480255127	1.5452284812927246	0.0003867456689476967	7.017809480203141e-07	0.0001914957247208804	0.205966	0.04493399	2.281032720929943e-06	True
12	7200	8.031544923782349	1.584228754043579	0.0003694642218761146	1.2754823046634556e-06	0.00019128805433865637	0.2072095	0.00039599417	1.3864113270756206e-06	True
12	7400	10.68992829322815	1.6673328876495361	0.00036544312024489045	1.1642205208772793e-06	0.00019132520537823439	0.20758465	0.0011694015	7.043847745080711e-07	True
13	7600	6.161663055419922	1.524165391921997	0.0003624719684012234	6.895007800267194e-07	0.00019110023276880383	0.20806712	0.005657696	6.816225095462869e-07	True
13	7800	7.988809108734131	1.5215530395507812	0.000314558477839455	7.318807888623269e-07	0.00019080103083979338	0.20972008	0.026604857	7.311169838430942e-07	True
14	8000	0.669713020324707	1.6106915473937988	0.0002957616816274822	8.548817049813806e-07	0.00019113851885776967	0.2105965	0.018188894	7.110338060556387e-07	False
14	8200	10.752432584762573	1.6378240585327148	0.00034289294853806496	6.428980441341992e-07	0.00019051624985877424	0.21142282	0.09372619	1.1119485634480952e-06	True
14	8400	8.101446628570557	1.5326054096221924	0.0002768210833892226	6.082813115426688e-07	0.0001907061814563349	0.21198867	-0.04123117	7.495361842302373e-07	False
15	8600	1.6446478366851807	1.5367631912231445	0.00035607232712209225	4.905050445813686e-07	0.00019072831491939723	0.21182406	-0.0065040025	5.698514087271178e-07	False
15	8800	8.0076425075531	1.5941352844238281	0.00037795520620420575	5.127291160533787e-07	0.0001901358918985352	0.21437155	0.03798934	8.11687471014011e-07	True
15	9000	10.86521315574646	1.5837576389312744	0.00033713498851284385	4.96159714202804e-07	0.0001897455658763647	0.21494037	-0.009592857	5.903164606024802e-07	True
16	9200	2.6142687797546387	1.55409836769104	0.00031189422588795424	5.467593382491032e-07	0.0001895648892968893	0.21610129	-0.043333888	6.985782192714396e-07	True
16	9400	8.138522148132324	1.5915250778198242	0.00041642325231805444	6.895979822729714e-07	0.00018939284200314432	0.21639146	-0.04220961	6.465654678322608e-07	True
16	9600	8.181197881698608	1.5856237411499023	0.00024949797079898417	4.069671319939516e-07	0.00018990226089954376	0.21701403	-0.010947353	4.218223352836503e-07	False
17	9800	3.9222586154937744	1.5291125774383545	0.00023561938724014908	3.768205942833447e-07	0.00018931145314127207	0.2182703	0.028630015	3.4224181035824586e-06	False
17	10000	8.065151691436768	1.5232338905334473	0.00030015804804861546	5.922350396758702e-07	0.00018900894792750478	0.21827805	0.027600177	6.907151828272617e-07	True
17	10200	8.170233488082886	1.5136330127716064	0.0002998276613652706	4.4315117975202156e-07	0.00018872617511078715	0.21932317	0.093559764	4.1645313331173384e-07	True
18	10400	4.734046936035156	1.5304045677185059	0.0002975095121655613	4.961431159244967e-07	0.00018915589316748083	0.21870168	0.028573189	3.613503167798626e-07	False
18	10600	10.478795528411865	1.5272040367126465	0.0003808920446317643	4.571543286147062e-07	0.00018854474183171988	0.22087881	-0.03467433	7.867134286243527e-07	True
18	10800	8.052971601486206	1.5498690605163574	0.00031675404170528054	3.743078593743121e-07	0.00018940352310892195	0.21797214	0.00031063834	4.3946226924163057e-07	False
19	11000	5.67910099029541	1.5313551425933838	0.0002770344144664705	6.372237066898379e-07	0.0001886667450889945	0.22001344	0.013516124	3.652896225503355e-07	False
19	11200	8.14405107498169	1.5503370761871338	0.0003778999380301684	8.067225394370325e-07	0.00018794118659570813	0.22273345	-0.0012369296	4.353977942628262e-07	True
20	11400	0.026896953582763672	1.5438904762268066	0.0001769069058354944	6.644642667197331e-07	0.00018800779071170837	0.22298889	0.06247451	6.70645988520846e-07	False
20	11600	8.075800657272339	1.5575847625732422	0.0003131452249363065	3.770570060623868e-07	0.0001888820406747982	0.22236414	0.01818706	3.334729967718886e-07	False
20	11800	8.177811622619629	1.5574169158935547	0.00037460244493559003	3.242483046506095e-07	0.00018750008894130588	0.2242689	-0.0094475085	3.797181307163555e-07	True
21	12000	1.0181071758270264	3.684877395629883	0.0002861532848328352	4.262382162778522e-07	0.00018754007760435343	0.2238818	0.020577403	3.3948805366890156e-07	False
21	12200	10.417073726654053	1.5498902797698975	0.00034091772977262735	5.398923690336233e-07	0.0001874554145615548	0.22517045	0.0936999	4.0373188880948874e-07	True
21	12400	8.092943668365479	1.550257682800293	0.00034894212149083614	2.881157001866086e-07	0.00018737887148745358	0.22511399	0.02165273	3.0380417115338787e-07	True
22	12600	2.023712158203125	1.5607075691223145	0.0002970996138174087	3.3373547125847836e-07	0.0001876111055025831	0.22603233	0.09604497	3.563171162568324e-07	False
22	12800	8.192119598388672	3.7256019115448	0.0003403002629056573	3.0529272976309585e-07	0.00018730164447333664	0.22531766	0.0537721	3.6953321114197024e-07	True
22	13000	10.442517042160034	1.5495245456695557	0.00029455794719979167	3.286110938915954e-07	0.00018721548258326948	0.22514348	0.092384614	3.0246039273151837e-07	True
23	13200	2.9422388076782227	1.518444299697876	0.0003365736629348248	2.3781986158155632e-07	0.0001869655097834766	0.22639807	0.17008772	1.0762980764411623e-06	True
23	13400	8.12968921661377	1.5761630535125732	0.00027476076502352953	4.396540305151575e-07	0.00018709592404775321	0.22659372	-0.023140773	2.835989221239288e-07	False
23	13600	8.226943254470825	3.710770606994629	0.00027399323880672455	3.271455284448166e-07	0.00018720033403951675	0.22588775	0.06376527	2.1226884427960613e-07	False
24	13800	4.066621541976929	1.562821388244629	0.0002485198201611638	1.4321705066322465e-07	0.00018671690486371517	0.22810932	0.0073780785	1.0208107141806977e-06	True
24	14000	8.119935512542725	1.527343988418579	0.0002583952737040818	7.977575933182379e-07	0.00018678010383155197	0.22852081	0.024207361	3.096228624599462e-07	True
24	14200	8.094137191772461	1.5622990131378174	0.0003228930290788412	4.369365456113883e-07	0.0001869754632934928	0.22709382	0.013917604	3.6597538155547227e-07	False
25	14400	7.220073699951172	1.5728142261505127	0.0002740605268627405	2.3561152318052336e-07	0.00018676089530345052	0.22827001	0.08764705	5.14367002324434e-07	False
25	14600	8.251089811325073	1.5553736686706543	0.00028549350099638104	3.124281988675648e-07	0.00018694170285016298	0.22825716	0.049088594	1.8389256695172662e-07	False
25	14800	8.098275899887085	1.5329878330230713	0.0003649250720627606	1.9770686776610091e-07	0.00018667473341338336	0.22825569	0.08390549	1.671599818564573e-07	True
26	15000	6.020990371704102	1.6010804176330566	0.00030121413874439895	2.1946077310985856e-07	0.00018647768592927605	0.22947474	0.08319025	4.832991180592217e-07	True
26	15200	10.376314878463745	1.5654568672180176	0.0003942498588003218	1.8574095861367823e-07	0.0001864026125986129	0.22990038	0.016804889	5.616370799543802e-07	True
27	15400	0.3585679531097412	1.576200008392334	0.00031329854391515255	2.1090346535856952e-07	0.00018651050049811602	0.23070925	0.11539565	2.916231665039959e-07	False
27	15600	8.08695673942566	1.5430607795715332	0.00021386201842688024	3.136312898277538e-06	0.00018729802104644477	0.22668469	0.16335091	1.2954375279150554e-06	False
27	15800	8.173686981201172	1.5773155689239502	0.00030856457306072116	3.852387635561172e-07	0.0001861522177932784	0.23102286	0.015307467	1.3996316283737542e-07	True
28	16000	3.5058133602142334	1.5312037467956543	0.0003446300979703665	1.9083159941146732e-07	0.00018613965949043632	0.23086374	-0.006518589	1.326543070945263e-07	True
28	16200	8.251357793807983	1.5687227249145508	0.0002930272603407502	2.0113377274810773e-07	0.00018643691146280617	0.22997528	0.10160683	3.366437795193633e-07	False
28	16400	8.057051181793213	1.5303254127502441	0.0003205831744708121	1.5181692560872762e-06	0.00018601433839648962	0.23149195	0.20199123	1.7515872059448157e-06	False
29	16600	2.3625004291534424	1.5664339065551758	0.0002851428580470383	3.951275857616565e-07	0.0001858380128396675	0.2323351	-0.013744874	5.394618369791715e-07	True
29	16800	10.339130401611328	1.5435307025909424	0.000353702693246305	1.6692306417098735e-06	0.0001858472969615832	0.23218718	-0.074019864	5.124301196701708e-07	False
29	17000	8.242428302764893	1.5781781673431396	0.0002912105992436409	1.7603886703909666e-07	0.0001859939657151699	0.23145048	0.07182798	1.7800979890125745e-07	False
30	17200	3.2654576301574707	1.527658224105835	0.0003569209366105497	1.800532345441752e-07	0.00018586746591608971	0.2325408	0.12065559	1.2406688654209574e-07	True
30	17400	8.149327516555786	1.574808120727539	0.00041210316703654826	2.952940292288986e-07	0.00018597336020320654	0.2332344	0.036959782	1.2521275039034663e-07	False
30	17600	10.393000602722168	1.5718746185302734	0.0003664101823233068	1.0994131116603967e-07	0.00018559754244051874	0.2332605	0.08303991	1.7710459587760852e-07	True
31	17800	4.335469484329224	1.561046838760376	0.0002983164449688047	1.2189376263904705e-07	0.00018605082004796714	0.23335524	0.10105551	1.362673174298834e-07	False
31	18000	8.110050201416016	1.5522208213806152	0.0004790922102984041	3.6583793416866683e-07	0.00018552133406046778	0.23340526	0.16437553	2.5069380171771627e-07	True
31	18200	8.394272327423096	1.6224596500396729	0.0003329309984110296	1.2719542610284407e-06	0.00018567772349342704	0.23265995	0.19677201	6.103689997871697e-07	False
32	18400	7.240142583847046	1.5834076404571533	0.0003525930515024811	1.2403258153881325e-07	0.00018552172696217895	0.2341656	0.14125873	1.7457588796787604e-07	True
32	18600	8.228023767471313	1.5413694381713867	0.00033606233773753047	1.957311724254396e-06	0.0001855390873970464	0.23359099	-0.030344933	2.9542252377723344e-07	False
32	18800	8.102599620819092	1.552680492401123	0.0003220379585400224	1.4665872640762245e-06	0.00018546647334005684	0.2342858	0.07877216	8.307047210109886e-07	False
33	19000	6.172468423843384	1.5997388362884521	0.0002909922623075545	1.0367520530962793e-07	0.0001856492308434099	0.2333594	0.17586172	1.2640803959129698e-07	False
33	19200	10.662306785583496	1.5396571159362793	0.00031329516787081957	8.326394151936256e-08	0.00018566242943052202	0.23415236	0.04833333	1.111086334049105e-07	False
34	19400	0.6713347434997559	1.5493698120117188	0.0002755659515969455	1.0050282384099773e-07	0.00018531554087530822	0.2345136	0.14427099	9.53354373223192e-08	True
34	19600	8.12709903717041	1.5569653511047363	0.00028280826518312097	2.7024086080018606e-07	0.00018552225083112717	0.2344717	-0.043233767	1.626365531137708e-07	False
34	19800	8.152996301651001	1.5479414463043213	0.00028929708059877157	1.3785486885353748e-07	0.00018545360944699496	0.23445158	0.019708712	1.9067026357788563e-07	False
35	20000	1.7705078125	1.525996208190918	0.00032576071680523455	1.8054237216347246e-07	0.0001852834684541449	0.23454326	0.11766342	1.1928170806640992e-07	True
35	20200	8.084341764450073	1.539865255355835	0.0002330206334590912	8.370845705485408e-08	0.00018538189760874957	0.23494625	0.11181062	1.145012049619254e-07	False
35	20400	8.123802423477173	1.5392498970031738	0.00038990407483652234	1.3658443265285314e-07	0.00018528291548136622	0.23521723	0.07750665	2.827209755196236e-07	False
36	20600	2.674556255340576	1.5538535118103027	0.0004029179399367422	1.6772443700574513e-07	0.00018519906734582037	0.23546152	0.070931144	8.765783832132001e-08	True
36	20800	8.178438663482666	1.57765531539917	0.00035692378878593445	8.150805115292314e-07	0.0001853122957982123	0.23435006	0.031504504	2.4094529749163485e-07	False
36	21000	8.227009057998657	1.5824050903320312	0.0003852743830066174	2.1641155001361767e-07	0.00018579997413326055	0.23379305	0.047414057	9.093980679608649e-08	False
37	21200	3.777247905731201	1.5125041007995605	0.00026116345543414354	5.38123049409478e-06	0.00018516274576541036	0.23555718	-0.04065592	8.871485306372051e-07	False
37	21400	7.9077980518341064	1.5236485004425049	0.00039796234341338277	2.718927021305717e-07	0.0001852843415690586	0.23485936	0.048899114	1.3194963344176358e-07	False
37	21600	8.139771223068237	1.5265161991119385	0.0003394226368982345	2.1930502214217995e-07	0.00018555675342213362	0.23441504	0.05284367	1.2464236931464256e-07	False
38	21800	4.771862506866455	1.5442290306091309	0.0004004517395514995	8.803424123016157e-08	0.00018523717881180346	0.23578192	0.00028988044	1.538247431653872e-07	False
38	22000	10.579030513763428	1.5063450336456299	0.0002898750826716423	2.0323301441749209e-07	0.00018544468912295997	0.23406196	0.15642041	4.60388775991305e-07	False
38	22200	8.093845844268799	1.501561164855957	0.00034725997829809785	4.3387268533479073e-07	0.00018526565690990537	0.23530313	0.19920583	2.682071453818935e-07	False
39	22400	6.204226970672607	1.6492598056793213	0.0003021389420609921	1.1374424957466545e-07	0.0001849492109613493	0.23599255	0.09726365	1.2202674781747191e-07	True
39	22600	8.916330099105835	3.90875244140625	0.0002802964299917221	1.3653757946485712e-07	0.00018562878540251404	0.23525266	0.08027363	1.2346835376320087e-07	False
40	22800	0.028804540634155273	1.645970344543457	0.00033308047568425536	5.843673989147646e-07	0.00018537988944444805	0.23411478	0.16868958	4.757560532198113e-07	False
40	23000	8.705872774124146	1.7660043239593506	0.00028812329401262105	3.7480108971976733e-07	0.000185548939043656	0.23485552	0.10670786	3.5217780691709777e-07	False
40	23200	8.898074626922607	1.775547742843628	0.00033053025254048407	7.491049558439045e-08	0.00018517636635806412	0.23572311	0.082923055	1.4110429447100614e-07	False
41	23400	1.1734492778778076	1.7350590229034424	0.00026225001784041524	7.471801666270039e-08	0.00018505348998587579	0.23614721	0.1362677	8.855545274855103e-08	False
41	23600	8.732746839523315	1.6426339149475098	0.0003181879292242229	1.4634441924954444e-07	0.0001849281688919291	0.23672013	0.106496155	8.253587679973862e-08	True
41	23800	8.63836145401001	1.6427068710327148	0.0003045399789698422	1.4979195839259773e-07	0.00018539698794484138	0.23635505	0.030067455	9.489110652793897e-08	False
42	24000	2.2250611782073975	1.660377025604248	0.00025157060008496046	2.0104283748878515e-07	0.0001851020206231624	0.23668322	0.0815139	1.3348706318083714e-07	False
42	24200	11.543100118637085	1.640629768371582	0.0003505407366901636	1.0192844968059944e-07	0.0001849607942858711	0.23668699	0.16885266	2.1767087332591473e-07	False
42	24400	8.716977834701538	1.6401786804199219	0.0003332445630803704	4.761494096783281e-07	0.00018495609401725233	0.23678039	0.20286304	3.816857088168035e-07	False
43	24600	3.165570020675659	1.6382055282592773	0.0003702626272570342	5.87636350246612e-07	0.00018507956701796502	0.23579454	0.19991824	1.9090369107743754e-07	False
43	24800	8.846889019012451	4.064682245254517	0.00042728875996544957	9.497155417648173e-08	0.00018496543634682894	0.23665343	0.13486534	4.7900847732762486e-08	False
43	25000	11.19823408126831	1.663604497909546	0.0003340146504342556	7.411583737848559e-07	0.00018500551232136786	0.2369543	0.08227539	5.720547733290005e-07	False
44	25200	4.07088303565979	1.6380388736724854	0.00031629542354494333	6.643016092766629e-08	0.00018509291112422943	0.23610246	-0.08374375	8.643739590752375e-08	False
44	25400	8.128453493118286	1.651341438293457	0.0003595708403736353	1.0595574622129789e-06	0.00018500367878004909	0.23634772	0.021946013	8.771220905146038e-07	False
44	25600	10.467739582061768	1.6556975841522217	0.0002511485363356769	3.208341468052822e-07	0.00018490366346668452	0.23666258	0.079110436	9.010928181396594e-08	True
45	25800	4.837449789047241	1.5897762775421143	0.00035735947312787175	4.593744762360075e-08	0.0001850850530900061	0.23665205	0.04469457	6.427508481010591e-08	False
45	26000	8.104819536209106	1.6429893970489502	0.0003853738307952881	5.004904579664071e-08	0.00018495632684789598	0.2364142	0.07250718	2.724135228504565e-08	False
45	26200	8.143993616104126	1.6304810047149658	0.00032484045368619263	6.661351648062919e-08	0.00018492054368834943	0.23680392	0.13390364	1.113816807674084e-07	False
46	26400	8.233362436294556	1.6402583122253418	0.00028579169884324074	1.481436839867456e-07	0.00018512272799853235	0.23574987	0.17294943	5.103996869593175e-08	False
46	26600	8.017271041870117	1.5377018451690674	0.00036903255386278033	5.8630348576116376e-08	0.00018511165399104357	0.23558314	0.17762004	4.8201442837125796e-08	False
47	26800	0.3805670738220215	1.6335198879241943	0.00039468344766646624	2.2771891394768318e-07	0.00018495891708880663	0.23657034	0.11514844	2.6078834025611286e-07	False
47	27000	8.174995422363281	1.586132287979126	0.0003390626807231456	1.0640101208991837e-06	0.00018494538380764425	0.236293	0.0138365785	3.4510244972807413e-07	False
47	27200	10.425568103790283	1.5989506244659424	0.0003306744620203972	3.7269444419507636e-08	0.0001849730033427477	0.23638496	0.16749278	2.889085237711697e-08	False
48	27400	1.331430435180664	1.6024551391601562	0.0003456641570664942	3.5813762622183276e-08	0.00018489573267288506	0.2365399	0.11059964	2.0675916090340252e-08	True
48	27600	8.150721549987793	1.581477403640747	0.0003469349758233875	2.0563867053624563e-08	0.00018534438277129084	0.23554274	0.16602	2.7453117112941072e-08	False
48	27800	8.151062488555908	1.5863442420959473	0.0003302769036963582	3.094080724963533e-08	0.00018501257000025362	0.23584111	0.18027994	3.771954482090223e-08	False
49	28000	4.757416009902954	1.5693345069885254	0.00035031093284487724	2.037692148348924e-08	0.00018464289314579219	0.23784812	0.20367175	1.5273554865302685e-08	True
49	28200	8.033717632293701	1.555985927581787	0.00032972049666568637	2.3219415723474413e-08	0.00018459997954778373	0.23853031	0.250944	1.3303749213378069e-08	True
49	28400	8.419812202453613	1.5234487056732178	0.0002602539025247097	1.518249348464451e-08	0.00018454283417668194	0.23863487	0.21887481	1.26140822231946e-08	True
50	28600	3.4338433742523193	1.4930920600891113	0.0002612065873108804	1.0813335116210965e-08	0.0001845253718784079	0.23860836	0.15195513	1.9368652459661462e-08	True
50	28800	10.428250789642334	1.5258421897888184	0.00025383569300174713	2.9582253091575694e-08	0.00018461106810718775	0.23810981	0.2835161	1.6302577066085178e-08	False
50	29000	8.04339075088501	1.5261499881744385	0.00030705909011885524	1.782913017223109e-08	0.00018460681894794106	0.23860244	0.22566253	1.462848331357236e-08	False
51	29200	4.43190598487854	1.4883794784545898	0.0002608691866043955	3.336133147513465e-07	0.00018454593373462558	0.23817043	0.12666146	2.1737537281296682e-07	False
51	29400	8.094159126281738	1.515174150466919	0.00024538906291127205	5.365648121369304e-07	0.0001845101360231638	0.2390117	0.18454614	6.190389285620768e-07	False
51	29600	10.46690559387207	1.5789439678192139	0.00047578118392266333	4.1689155239055253e-08	0.0001844242069637403	0.2390035	0.2757559	2.3719078257045112e-08	True
52	29800	5.407232046127319	1.5008924007415771	0.00034203246468678117	1.6761751098215427e-08	0.0001845381484599784	0.23823626	0.21468216	1.0366598246491776e-08	False
52	30000	7.8922669887542725	1.504364013671875	0.00028172932798042893	6.560237579833483e-07	0.00018449807248543948	0.23859972	-0.042504005	1.774210147686972e-07	False
52	30200	7.956249713897705	1.5598978996276855	0.000337805540766567	6.421331022465893e-09	0.00018450616335030645	0.23881592	0.3173385	7.798359291655288e-09	False
53	30400	8.70164704322815	1.5835049152374268	0.0003979797475039959	2.4667292564117815e-07	0.00018454372184351087	0.23857252	0.32668778	1.3448878632971173e-07	False
53	30600	8.314933061599731	1.517143964767456	0.0003373901708982885	2.0381398257995897e-07	0.00018452394579071552	0.23905161	0.16146483	8.67398455284274e-08	False
54	30800	0.6678769588470459	1.5132591724395752	0.00040988822001963854	1.2266744953137731e-08	0.000184461401659064	0.2385916	0.3382961	6.0419829139846115e-09	False
54	31000	7.956307888031006	1.549849033355713	0.00037930021062493324	1.5474489245548284e-08	0.00018459148122929037	0.23875809	0.39680934	9.747046725294695e-09	False
54	31200	10.556645631790161	1.5152103900909424	0.0003016681002918631	1.5337647596425086e-07	0.0001844552461989224	0.23879084	0.23069859	6.656764526269399e-07	False
55	31400	1.677884817123413	1.4962904453277588	0.0003812239447142929	2.6592609003728285e-08	0.00018447863112669438	0.23899166	0.41017073	7.922634992496569e-09	False
55	31600	8.119547367095947	1.5055458545684814	0.0002898673410527408	9.320538651991228e-08	0.00018463302694726735	0.23783602	0.3235687	3.3084084805068414e-08	False
