Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
13	10200	11.527563333511353	2.9726474285125732	0.0008542402647435665	1.8218197510577738e-06	0.00022342153533827513	0.13681987	0.053894546	1.2023430144836311e-06	True
14	10400	8.921932220458984	2.9038286209106445	0.0007191085023805499	1.546313342259964e-06	0.000224261442781426	0.13683233	0.09818502	1.1479962722660275e-06	False
14	10600	10.016761064529419	2.7206509113311768	0.0008963540312834084	1.6896563010959653e-06	0.00022388179786503315	0.1360337	0.09463776	1.5418426073665614e-06	False
14	10800	9.442484378814697	2.5752525329589844	0.000986501225270331	9.354889698443003e-07	0.000223052833462134	0.13620444	-0.016579147	1.3816638784192037e-06	True
15	11000	2.0464062690734863	5.634293794631958	0.0008208799408748746	9.604049182598828e-07	0.00022437340521719307	0.13682751	-0.025885606	9.893908554658992e-07	False
15	11200	12.454265117645264	2.6086084842681885	0.0010672444477677345	1.959918790817028e-06	0.0002234469575341791	0.1373096	-0.0071835327	9.391497428623552e-07	False
15	11400	8.87522554397583	2.611968994140625	0.0009299005614593625	1.1463557711977046e-06	0.00022502505453303456	0.13713689	0.1581442	1.1151439593959367e-06	False
15	11600	9.200039386749268	2.416818380355835	0.0005969837075099349	1.0114775932379416e-06	0.0002248473756480962	0.13584453	0.1487558	1.6079872011687257e-06	False
16	11800	7.012051343917847	3.3528168201446533	0.0008972930372692645	1.2514872196334181e-06	0.0002249464887427166	0.13769713	0.025472961	1.22687742987182e-06	False
16	12000	10.205652952194214	3.192744016647339	0.0007876720046624541	7.500692618123139e-07	0.00022375394473783672	0.13721512	0.07225625	7.901990102254786e-07	False
16	12200	10.541008949279785	2.693408727645874	0.0009551739203743637	1.0394072660346865e-06	0.00022300663113128394	0.1363504	0.124496534	9.029904504131991e-07	True
17	12400	0.24637532234191895	2.625141143798828	0.0006887148483656347	1.133070099967881e-06	0.00022478400205727667	0.13548563	0.14215742	1.4515474049403565e-06	False
17	12600	9.225270509719849	2.4202194213867188	0.0007984257536008954	6.958844096516259e-07	0.00022522988729178905	0.13761035	0.055110708	8.383786962440354e-07	False
17	12800	11.034391641616821	3.144263505935669	0.0008304598741233349	1.003712441161042e-06	0.0002251293626613915	0.13743688	0.09784087	9.171619126391306e-07	False
17	13000	10.463287115097046	2.443885087966919	0.0007435953011736274	9.90482931229053e-07	0.00022437970619648695	0.13811365	0.04797295	9.420825790584786e-07	False
18	13200	3.296626329421997	3.7407078742980957	0.0006945994682610035	8.990739388536895e-07	0.00022472022101283073	0.13739459	0.16940312	1.234353248946718e-06	False
18	13400	16.390364170074463	3.4406533241271973	0.0009560924954712391	1.0024745051850914e-06	0.00022561305377166718	0.13829783	0.061456367	8.387995649172808e-07	False
18	13600	12.066859006881714	3.3072354793548584	0.0006853273371234536	1.00132592706359e-06	0.00022431144316215068	0.13855195	-0.10801137	8.863660241331672e-07	False
18	13800	11.357983827590942	3.36309814453125	0.0008308499818667769	8.447300388070289e-07	0.00022906361846253276	0.13822377	0.06278836	6.284635674091987e-07	False
19	14000	4.5000715255737305	2.381321430206299	0.0007174058700911701	7.14691168468562e-07	0.0002224366762675345	0.138721	0.10784599	5.29874057519919e-07	True
19	14200	8.378251552581787	2.4466636180877686	0.0008633988909423351	5.934726345913077e-07	0.0002230794489150867	0.13809586	0.11103459	5.166739924788999e-07	False
19	14400	8.517585515975952	2.6214401721954346	0.0008318048203364015	8.668395139466156e-07	0.0002236333821201697	0.13816886	0.025627023	5.979291586299951e-07	False
20	14600	0.6733036041259766	2.596470594406128	0.0008962691063061357	7.885662398621207e-07	0.00022291229106485844	0.13821928	-0.0346383	8.085033869065228e-07	False
20	14800	9.091127157211304	4.567657470703125	0.0006119055906310678	8.047699679991638e-07	0.00022269546752795577	0.13853127	0.001532048	1.026748009280709e-06	False
20	15000	11.53483533859253	3.3364455699920654	0.0006706778658553958	8.628446721559158e-07	0.00022322054428514093	0.13845979	-0.006448531	5.483874474521144e-07	False
20	15200	10.686966180801392	2.9563727378845215	0.0008635128615424037	7.633680070284754e-07	0.0002224311319878325	0.13806573	0.16890034	7.97400616647792e-07	False
21	15400	4.010218858718872	5.6787683963775635	0.0007702400907874107	6.548377768922364e-07	0.0002241130860056728	0.13911682	-0.033589352	8.564455811210792e-07	False
21	15600	14.617531538009644	2.8979227542877197	0.0011804100358858705	5.153669917490333e-07	0.00022540487407241017	0.1388339	0.09073984	4.869249323746772e-07	False
21	15800	10.281519412994385	2.906085729598999	0.0006532998522743583	6.667456773357117e-07	0.00022348434140440077	0.13786586	0.12269646	5.544622467823501e-07	False
21	16000	10.628121852874756	5.883688449859619	0.000725472520571202	4.282659915588738e-07	0.00022304858430288732	0.1395506	0.049365718	4.4925729980604956e-07	False
